gene_symbol	chr
MIR219B	9
MIR22	17
MIR221	X
MIR222	X
MIR223	X
MIR224	X
MIR2276	13
MIR2277	5
MIR2278	9
MIR22HG	17
MIR2355	2
MIR2392	14
MIR23A	HG109_PATCH
MIR23B	9
MIR23C	X
MIR24-1	9
MIR24-2	HG109_PATCH
MIR2467	2
MIR25	7
MIR2681	13
MIR2682	1
MIR26A1	3
MIR26A2	12
MIR26B	2
MIR27A	HG109_PATCH
MIR27B	9
MIR28	3
MIR2861	9
MIR2909	17
MIR296	20
MIR297	4
MIR298	20
MIR299	14
MIR29A	7
MIR29B1	7
MIR29B2	1
MIR29C	1
MIR300	14
MIR301A	17
MIR301B	22
MIR302A	4
MIR302B	4
MIR302C	4
MIR302D	4
MIR302E	11
MIR302F	18
MIR3064	17
MIR3065	17
MIR3074	9
MIR30A	6
MIR30B	8
MIR30C1	1
MIR30C2	6
MIR30D	8
MIR30E	1
MIR31	9
MIR3115	1
MIR3116-1	1
MIR3116-2	1
MIR3117	1
MIR3118-1	21
MIR3118-2	15
MIR3118-3	15
MIR3118-4	15
MIR3119-1	1
MIR3119-2	1
MIR3120	1
MIR3121	1
MIR3122	1
MIR3123	1
MIR3124	1
MIR3125	2
MIR3126	2
MIR3127	2
MIR3128	2
MIR3129	2
MIR3130-1	2
MIR3130-2	2
MIR3131	2
MIR3132	2
MIR3133	2
MIR3134	3
MIR3135A	3
MIR3135B	6
MIR3136	3
MIR3137	3
MIR3138	4
MIR3139	4
MIR3140	4
MIR3141	5
MIR3142	5
MIR3142HG	5
MIR3143	6
MIR3144	6
MIR3145	6
MIR3146	7
MIR3147	7
MIR3148	8
MIR3149	8
MIR3150A	8
MIR3150B	8
MIR3151	8
MIR3152	9
MIR3153	9
MIR3154	9
MIR3155A	10
MIR3155B	10
MIR3156-1	10
MIR3156-2	18
MIR3156-3	21
MIR3157	10
MIR3158-1	10
MIR3158-2	10
MIR3159	11
MIR3160-1	11
MIR3160-2	11
MIR3161	11
MIR3162	11
MIR3163	11
MIR3164	11
MIR3165	11
MIR3166	11
MIR3167	11
MIR3168	13
MIR3169	13
MIR3170	13
MIR3171	14
MIR3173	14
MIR3174	15
MIR3175	15
MIR3176	16
MIR3177	16
MIR3178	16
MIR3179-1	16
MIR3179-2	16
MIR3179-3	16
MIR3179-4	16
MIR3180-1	16
MIR3180-2	16
MIR3180-3	16
MIR3180-4	16
MIR3180-5	16
MIR3181	16
MIR3182	16
MIR3183	17
MIR3184	17
MIR3185	17
MIR3186	17
MIR3187	19
MIR3188	19
MIR3189	19
MIR3190	19
MIR3191	19
MIR3192	20
MIR3193	20
MIR3194	20
MIR3195	20
MIR3196	20
MIR3197	21
MIR3198-1	22
MIR3198-2	12
MIR3199-1	22
MIR3199-2	22
MIR31HG	9
MIR32	9
MIR3200	22
MIR3201	22
MIR3202-1	X
MIR3202-2	X
MIR320A	8
MIR320B1	1
MIR320B2	1
MIR320C1	18
MIR320C2	18
MIR320D1	13
MIR320D2	X
MIR320E	19
MIR323A	14
MIR323B	14
MIR324	17
MIR325	X
MIR325HG	X
MIR326	11
MIR328	16
MIR329-1	14
MIR329-2	14
MIR330	19
MIR331	12
MIR335	7
MIR337	14
MIR338	17
MIR339	7
MIR33A	22
MIR33B	17
MIR340	5
MIR342	14
MIR345	14
MIR346	10
MIR34A	1
MIR34AHG	1
MIR34B	11
MIR34C	11
MIR3529	15
MIR3591	18
MIR3605	1
MIR3606	2
MIR3609	7
MIR361	X
MIR3610	8
MIR3611	10
MIR3612	12
MIR3613	13
MIR3614	17
MIR3615	17
MIR3616	20
MIR3617	20
MIR3618	22
MIR3619	22
MIR362	X
MIR3620	1
MIR3621	9
MIR3622A	8
MIR3622B	8
MIR363	X
MIR3646	20
MIR3648-1	21
MIR3648-2	21
MIR3649	12
MIR3650	5
MIR3651	HG1012_PATCH
MIR3652	12
MIR3654	7
MIR3655	5
MIR3657	12
MIR3658	1
MIR3659	1
MIR365A	16
MIR365B	17
MIR3660	5
MIR3661	5
MIR3662	6
MIR3663	10
MIR3663HG	10
MIR3664	11
MIR3665	13
MIR3666	7
MIR3667	22
MIR3668	6
MIR367	4
MIR3670-1	16
MIR3670-2	16
MIR3670-3	16
MIR3670-4	16
MIR3671	1
MIR3672	X
MIR3674	8
MIR3675	1
MIR3677	16
MIR3678	17
MIR3679	2
MIR3680-1	16
MIR3680-2	16
MIR3681	2
MIR3681HG	2
MIR3682	2
MIR3683	7
MIR3684	4
MIR3685	12
MIR3686	8
MIR3688-1	4
MIR3688-2	4
MIR3689A	9
MIR3689B	9
MIR3689C	9
MIR3689D1	9
MIR3689D2	9
MIR3689E	9
MIR3689F	9
MIR369	14
MIR3690	X
MIR3691	6
MIR3692	6
MIR370	14
MIR3713	15
MIR3714	3
MIR371A	19
MIR371B	19
MIR372	19
MIR373	19
MIR374A	X
MIR374B	X
MIR374C	X
MIR375	2
MIR376A1	14
MIR376A2	14
MIR376B	14
MIR376C	14
MIR377	14
MIR378A	5
MIR378B	3
MIR378C	10
MIR378D1	4
MIR378D2	8
MIR378E	5
MIR378F	1
MIR378G	1
MIR378H	5
MIR378I	22
MIR378J	17
MIR379	14
MIR380	14
MIR381	14
MIR382	14
MIR383	8
MIR384	X
MIR3907	7
MIR3908	12
MIR3909	22
MIR3910-1	9
MIR3910-2	9
MIR3911	9
MIR3912	5
MIR3913-1	12
MIR3913-2	12
MIR3914-1	7
MIR3914-2	7
MIR3915	X
MIR3916	1
MIR3917	1
MIR3918	6
MIR3919	3
MIR3920	11
MIR3921	3
MIR3922	12
MIR3923	3
MIR3924	10
MIR3925	6
MIR3926-1	8
MIR3926-2	8
MIR3927	9
MIR3928	22
MIR3929	18
MIR3934	6
MIR3935	16
MIR3936	5
MIR3936HG	5
MIR3937	X
MIR3938	3
MIR3939	6
MIR3940	19
MIR3941	10
MIR3942	15
MIR3943	7
MIR3944	10
MIR3945	4
MIR3945HG	4
MIR3960	9
MIR3972	1
MIR3973	11
MIR3974	12
MIR3975	18
MIR3976	18
MIR3976HG	18
MIR3977	5
MIR3978	X
MIR409	14
MIR410	14
MIR411	14
MIR412	14
MIR421	X
MIR422A	15
MIR423	17
MIR424	X
MIR425	3
MIR4251	1
MIR4252	1
MIR4253	1
MIR4254	1
MIR4255	1
MIR4256	1
MIR4257	1
MIR4258	1
MIR4259	1
MIR4260	1
MIR4261	2
MIR4262	2
MIR4263	2
MIR4264	2
MIR4265	2
MIR4266	2
MIR4267	2
MIR4268	2
MIR4269	2
MIR4270	3
MIR4271	3
MIR4272	3
MIR4273	3
MIR4274	4
MIR4275	4
MIR4276	4
MIR4277	5
MIR4278	5
MIR4279	5
MIR4280	5
MIR4281	5
MIR4282	6
MIR4283-1	7
MIR4283-2	7
MIR4284	7
MIR4285	7
MIR4286	8
MIR4287	8
MIR4288	8
MIR4289	9
MIR429	1
MIR4290	9
MIR4290HG	9
MIR4291	9
MIR4292	9
MIR4293	10
MIR4294	10
MIR4295	10
MIR4296	10
MIR4297	10
MIR4298	11
MIR4299	11
MIR4300	11
MIR4300HG	11
MIR4301	11
MIR4302	12
MIR4303	12
MIR4304	12
MIR4305	13
MIR4306	13
MIR4307	14
MIR4307HG	14
MIR4308	14
MIR4309	14
MIR431	14
MIR4310	15
MIR4311	15
MIR4312	15
MIR4313	15
MIR4314	17
MIR4315-1	17
MIR4315-2	17
MIR4316	17
MIR4317	18
MIR4318	18
MIR4319	18
MIR432	14
MIR4320	18
MIR4321	19
MIR4322	19
MIR4323	19
MIR4324	19
MIR4325	20
MIR4326	20
MIR4327	21
MIR4328	X
MIR4329	X
MIR433	14
MIR4330	X
MIR4418	1
MIR4420	1
MIR4421	1
MIR4422	1
MIR4422HG	1
MIR4423	1
MIR4424	1
MIR4425	1
MIR4426	1
MIR4427	1
MIR4428	1
MIR4429	2
MIR4430	2
MIR4431	2
MIR4432	2
MIR4432HG	2
MIR4433A	2
MIR4433B	2
MIR4434	2
MIR4435-1	2
MIR4435-2	2
MIR4435-2HG	2
MIR4436A	2
MIR4436B1	2
MIR4436B2	2
MIR4437	2
MIR4438	2
MIR4439	2
MIR4440	2
MIR4441	2
MIR4442	3
MIR4443	3
MIR4444-1	2
MIR4444-2	3
MIR4445	3
MIR4446	3
MIR4447	3
MIR4448	3
MIR4449	4
MIR4450	4
MIR4451	4
MIR4452	4
MIR4453	4
MIR4454	4
MIR4455	4
MIR4456	5
MIR4457	5
MIR4458	5
MIR4458HG	5
MIR4460	5
MIR4462	6
MIR4463	6
MIR4464	6
MIR4465	6
MIR4466	6
MIR4467	7
MIR4468	7
MIR4469	8
MIR4470	8
MIR4471	8
MIR4472-1	8
MIR4472-2	12
MIR4473	9
MIR4474	9
MIR4475	9
MIR4476	9
MIR4477A	9
MIR4477B	9
MIR4478	9
MIR4479	9
MIR448	X
MIR4480	10
MIR4481	10
MIR4482	10
MIR4483	10
MIR4484	10
MIR4485	11
MIR4486	11
MIR4487	11
MIR4488	11
MIR4489	11
MIR4490	11
MIR4491	11
MIR4492	11
MIR4493	11
MIR4494	12
MIR4495	12
MIR4496	12
MIR4497	12
MIR4498	12
MIR4499	13
MIR449A	5
MIR449B	5
MIR449C	5
MIR4500	13
MIR4500HG	13
MIR4501	13
MIR4502	13
MIR4503	14
MIR4504	14
MIR4505	14
MIR4506	14
MIR4507	14
MIR4508	15
MIR4509-1	15
MIR4509-2	15
MIR4509-3	15
MIR450A1	X
MIR450A2	X
MIR450B	X
MIR4510	15
MIR4511	15
MIR4512	15
MIR4513	15
MIR4514	15
MIR4515	15
MIR4516	16
MIR4517	16
MIR4518	16
MIR4519	16
MIR451A	17
MIR451B	17
MIR452	X
MIR4520-1	17
MIR4520-2	17
MIR4521	17
MIR4522	17
MIR4523	17
MIR4524A	17
MIR4524B	17
MIR4525	17
MIR4526	18
MIR4527	18
MIR4527HG	18
MIR4528	18
MIR4529	18
MIR4530	19
MIR4531	19
MIR4533	20
MIR4534	22
MIR4535	22
MIR4536-1	X
MIR4536-2	X
MIR4537	14
MIR4538	14
MIR4539	14
MIR454	17
MIR4540	9
MIR455	9
MIR4632	1
MIR4633	5
MIR4634	5
MIR4635	5
MIR4636	5
MIR4637	5
MIR4638	5
MIR4639	6
MIR4640	6
MIR4641	6
MIR4642	6
MIR4643	6
MIR4644	6
MIR4645	6
MIR4646	6
MIR4647	6
MIR4648	7
MIR4649	7
MIR4650-1	7
MIR4650-2	7
MIR4651	7
MIR4652	7
MIR4653	7
MIR4654	1
MIR4655	7
MIR4656	7
MIR4657	7
MIR4658	7
MIR4659A	8
MIR4659B	8
MIR466	3
MIR4660	8
MIR4661	8
MIR4662A	8
MIR4662B	8
MIR4663	8
MIR4664	8
MIR4665	9
MIR4666A	1
MIR4666B	X
MIR4667	9
MIR4668	9
MIR4669	9
MIR4670	HG1012_PATCH
MIR4671	1
MIR4672	9
MIR4673	9
MIR4674	9
MIR4675	10
MIR4676	10
MIR4677	1
MIR4678	10
MIR4679-1	10
MIR4679-2	10
MIR4680	10
MIR4681	10
MIR4682	10
MIR4683	10
MIR4684	1
MIR4685	10
MIR4686	11
MIR4687	11
MIR4688	11
MIR4689	1
MIR4690	11
MIR4691	11
MIR4692	11
MIR4693	11
MIR4694	11
MIR4695	1
MIR4696	11
MIR4697	11
MIR4698	12
MIR4699	12
MIR4700	12
MIR4701	12
MIR4703	13
MIR4704	13
MIR4705	13
MIR4706	14
MIR4707	14
MIR4708	14
MIR4709	14
MIR4710	14
MIR4711	1
MIR4712	15
MIR4713	15
MIR4713HG	15
MIR4714	15
MIR4715	15
MIR4716	15
MIR4717	16
MIR4718	16
MIR4719	16
MIR4720	16
MIR4721	16
MIR4722	16
MIR4723	17
MIR4724	17
MIR4725	17
MIR4726	17
MIR4727	17
MIR4728	17
MIR4729	17
MIR4730	17
MIR4731	17
MIR4732	17
MIR4733	17
MIR4734	17
MIR4735	1
MIR4736	17
MIR4737	17
MIR4738	17
MIR4739	17
MIR4740	17
MIR4741	18
MIR4742	1
MIR4743	18
MIR4744	18
MIR4745	19
MIR4746	19
MIR4747	19
MIR4748	19
MIR4749	19
MIR4750	19
MIR4751	19
MIR4752	19
MIR4753	1
MIR4754	19
MIR4755	20
MIR4756	20
MIR4757	2
MIR4758	20
MIR4759	21
MIR4760	21
MIR4761	22
MIR4762	22
MIR4763	22
MIR4764	22
MIR4765	2
MIR4766	22
MIR4767	X
MIR4768	X
MIR4769	X
MIR4770	X
MIR4771-1	2
MIR4771-2	2
MIR4772	2
MIR4773-1	2
MIR4773-2	2
MIR4774	2
MIR4775	2
MIR4776-1	2
MIR4776-2	2
MIR4777	2
MIR4778	2
MIR4779	2
MIR4780	2
MIR4781	1
MIR4782	2
MIR4783	2
MIR4784	2
MIR4785	2
MIR4786	2
MIR4787	3
MIR4789	3
MIR4790	3
MIR4791	3
MIR4793	3
MIR4794	1
MIR4795	3
MIR4796	3
MIR4797	3
MIR4798	4
MIR4799	4
MIR4800	4
MIR4801	4
MIR4802	4
MIR4803	5
MIR4804	5
MIR483	11
MIR484	16
MIR485	14
MIR486-1	8
MIR486-2	8
MIR487A	14
MIR487B	14
MIR488	1
MIR489	7
MIR490	7
MIR491	9
MIR492	12
MIR493	14
MIR494	14
MIR495	14
MIR496	14
MIR497	17
MIR498	19
MIR4999	19
MIR499A	20
MIR499B	20
MIR5000	2
MIR5001	2
MIR5002	3
MIR5003	5
MIR5004	6
MIR5006	13
MIR5007	13
MIR5008	1
MIR5009	15
MIR500A	X
MIR500B	X
MIR501	X
MIR5010	17
MIR5011	18
MIR502	X
MIR503	X
MIR503HG	X
MIR504	X
MIR5047	17
MIR505	X
MIR506	X
MIR507	X
MIR508	X
MIR5087	1
MIR5088	19
MIR5089	17
MIR509-1	X
MIR509-2	X
MIR509-3	X
MIR5090	7
MIR5091	4
MIR5092	3
MIR5093	16
MIR5094	15
MIR510	X
MIR5100	10
MIR511	10
MIR512-1	19
MIR512-2	19
MIR513A1	X
MIR513A2	X
MIR513B	X
MIR513C	X
MIR514A1	X
MIR514A2	X
MIR514A3	X
MIR514B	X
MIR515-1	19
MIR515-2	19
MIR516A1	19
MIR516A2	19
MIR516B1	19
MIR516B2	19
MIR517A	19
MIR517B	19
MIR517C	19
MIR5186	3
MIR5187	1
MIR5188	12
MIR5189	16
MIR518A1	19
MIR518A2	19
MIR518B	19
MIR518C	19
MIR518D	19
MIR518E	19
MIR518F	19
MIR5190	18
MIR5191	1
MIR5192	2
MIR5193	3
MIR5194	8
MIR5195	14
MIR5196	19
MIR5197	5
MIR519A1	19
MIR519A2	19
MIR519B	19
MIR519C	19
MIR519D	19
MIR519E	19
MIR520A	19
MIR520B	19
MIR520C	19
MIR520D	19
MIR520E	19
MIR520F	19
MIR520G	19
MIR520H	19
MIR521-1	19
MIR521-2	19
MIR522	19
MIR523	19
MIR524	19
MIR525	19
MIR526A1	19
MIR526A2	19
MIR526B	19
MIR527	19
MIR532	X
MIR539	14
MIR541	14
MIR542	X
MIR543	14
MIR544A	14
MIR544B	3
MIR545	X
MIR548A1	6
MIR548A2	6
MIR548A3	8
MIR548AA1	8
MIR548AA2	17
MIR548AB	3
MIR548AC	1
MIR548AD	2
MIR548AE1	2
MIR548AE2	5
MIR548AG1	4
MIR548AG2	20
MIR548AH	4
MIR548AI	6
MIR548AJ1	6
MIR548AJ2	X
MIR548AK	10
MIR548AL	11
MIR548AM	X
MIR548AN	X
MIR548AO	8
MIR548AP	15
MIR548AQ	3
MIR548AR	13
MIR548AS	13
MIR548AT	17
MIR548AU	9
MIR548AV	18
MIR548AW	9
MIR548AX	X
MIR548AY	3
MIR548AZ	8
MIR548B	6
MIR548BA	2
MIR548BB	3
MIR548C	12
MIR548D1	8
MIR548D2	17
MIR548E	10
MIR548F1	10
MIR548F2	2
MIR548F3	5
MIR548F4	7
MIR548F5	X
MIR548G	4
MIR548H1	14
MIR548H2	16
MIR548H3	17
MIR548H4	8
MIR548H5	6
MIR548I1	3
MIR548I2	4
MIR548I3	8
MIR548I4	X
MIR548J	22
MIR548K	11
MIR548L	11
MIR548M	X
MIR548N	7
MIR548O	7
MIR548O2	20
MIR548P	5
MIR548Q	10
MIR548S	2
MIR548T	4
MIR548U	6
MIR548V	8
MIR548W	16
MIR548X	21
MIR548X2	13
MIR548XHG	21
MIR548Y	14
MIR548Z	12
MIR549A	15
MIR550A1	7
MIR550A2	7
MIR550A3	7
MIR550B1	7
MIR550B2	7
MIR551A	1
MIR551B	3
MIR552	1
MIR553	1
MIR554	1
MIR555	1
MIR556	1
MIR557	1
MIR5571	22
MIR5572	15
MIR5579	11
MIR558	2
MIR5580	14
MIR5581	1
MIR5582	11
MIR5583-1	18
MIR5583-2	18
MIR5584	1
MIR5585	1
MIR5586	14
MIR5587	16
MIR5588	3
MIR5589	19
MIR559	2
MIR5590	2
MIR5591	4
MIR561	2
MIR562	2
MIR563	3
MIR564	3
MIR567	3
MIR568	3
MIR5680	8
MIR5681A	8
MIR5681B	8
MIR5682	3
MIR5683	6
MIR5684	19
MIR5685	6
MIR5687	5
MIR5688	3
MIR5689	6
MIR5689HG	6
MIR569	3
MIR5690	6
MIR5691	11
MIR5692A1	7
MIR5692A2	8
MIR5692B	21
MIR5692C1	5
MIR5692C2	7
MIR5693	13
MIR5694	14
MIR5695	19
MIR5696	2
MIR5697	1
MIR5698	1
MIR5699	10
MIR570	3
MIR5700	12
MIR5701-1	15
MIR5701-2	15
MIR5701-3	15
MIR5702	2
MIR5703	2
MIR5704	3
MIR5705	4
MIR5706	5
MIR5707	7
MIR5708	8
MIR571	4
MIR572	4
MIR573	4
MIR5739	22
MIR574	4
MIR575	4
MIR576	4
MIR577	4
MIR578	4
MIR5787	3
MIR579	5
MIR580	5
MIR581	5
MIR582	5
MIR583	5
MIR584	5
MIR585	5
MIR586	6
MIR587	6
MIR588	6
MIR589	7
MIR590	7
MIR591	7
MIR592	7
MIR593	7
MIR595	7
MIR596	8
MIR597	8
MIR598	8
MIR599	8
MIR600	9
MIR600HG	9
MIR601	9
MIR602	9
MIR603	10
MIR604	10
MIR605	10
MIR606	10
MIR6068	1
MIR6069	22
MIR607	10
MIR6070	21
MIR6071	2
MIR6072	10
MIR6073	11
MIR6074	12
MIR6075	5
MIR6076	14
MIR6077	1
MIR6078	10
MIR6079	1
MIR608	10
MIR6080	17
MIR6081	9
MIR6082	4
MIR6083	3
MIR6084	1
MIR6085	15
MIR6086	X
MIR6088	19
MIR6089	X
MIR609	10
MIR6090	11
MIR610	11
MIR611	11
MIR612	11
MIR6124	11
MIR6125	12
MIR6126	16
MIR6127	1
MIR6128	11
MIR6129	17
MIR613	12
MIR6130	21
MIR6131	5
MIR6132	7
MIR6133	7
MIR6134	X
MIR614	12
MIR615	12
MIR616	12
MIR6165	17
MIR617	12
MIR618	12
MIR619	12
MIR620	12
MIR621	13
MIR622	13
MIR623	13
MIR624	14
MIR625	14
MIR626	15
MIR627	15
MIR628	15
MIR629	15
MIR630	15
MIR631	15
MIR632	17
MIR633	17
MIR634	17
MIR635	17
MIR636	17
MIR637	19
MIR638	19
MIR639	19
MIR640	19
MIR641	19
MIR642A	19
MIR642B	19
MIR643	19
MIR644A	20
MIR645	20
MIR646	20
MIR646HG	20
MIR647	20
MIR648	22
MIR649	22
MIR6499	5
MIR650	22
MIR6500	1
MIR6501	21
MIR6502	12
MIR6503	11
MIR6504	16
MIR6505	12
MIR6506	16
MIR6507	10
MIR6508	21
MIR6509	7
MIR651	X
MIR6510	17
MIR6511A1	16
MIR6511A2	16
MIR6511A3	16
MIR6511A4	16
MIR6511B1	16
MIR6511B2	16
MIR6512	2
MIR6513	2
MIR6514	11
MIR6515	19
MIR6516	17
MIR652	X
MIR653	7
MIR654	14
MIR655	14
MIR656	14
MIR657	17
MIR658	22
MIR659	22
MIR660	X
MIR661	8
MIR662	16
MIR663A	20
MIR663AHG	20
MIR663B	2
MIR664A	1
MIR664B	X
MIR665	14
MIR668	14
MIR670	11
MIR670HG	11
MIR671	7
MIR6715A	10
MIR6715B	10
MIR6716	11
MIR6717	14
MIR6718	18
MIR6719	19
MIR6720	6
MIR6721	6
MIR6722	9
MIR6724-1	21
MIR6724-2	21
MIR6724-3	HG2513_PATCH
MIR6724-4	HG2513_PATCH
MIR6726	1
MIR6727	1
MIR6728	1
MIR6729	1
MIR6730	1
MIR6731	1
MIR6732	1
MIR6733	1
MIR6734	1
MIR6735	1
MIR6736	1
MIR6737	1
MIR6738	1
MIR6739	1
MIR6740	1
MIR6741	1
MIR6742	1
MIR6743	11
MIR6744	11
MIR6745	11
MIR6746	11
MIR6747	11
MIR6748	11
MIR6749	11
MIR675	11
MIR6750	11
MIR6751	11
MIR6752	11
MIR6753	11
MIR6754	11
MIR6755	11
MIR6756	11
MIR6757	12
MIR6758	12
MIR6759	12
MIR676	X
MIR6760	12
MIR6761	12
MIR6762	12
MIR6763	12
MIR6764	14
MIR6765	14
MIR6766	15
MIR6767	16
MIR6768	16
MIR6769A	16
MIR6769B	1
MIR6770-1	16
MIR6770-2	16
MIR6770-3	16
MIR6771	16
MIR6772	16
MIR6773	16
MIR6774	16
MIR6775	16
MIR6776	17
MIR6777	17
MIR6778	17
MIR6779	17
MIR6780A	17
MIR6780B	6
MIR6781	17
MIR6782	17
MIR6783	17
MIR6784	17
MIR6785	17
MIR6786	17
MIR6787	17
MIR6788	18
MIR6789	19
MIR6790	19
MIR6791	19
MIR6792	19
MIR6793	19
MIR6794	19
MIR6795	19
MIR6796	19
MIR6797	19
MIR6798	19
MIR6799	19
MIR6800	19
MIR6801	19
MIR6802	19
MIR6803	19
MIR6804	19
MIR6805	19
MIR6806	19
MIR6807	19
MIR6808	1
MIR6809	2
MIR6810	2
MIR6811	2
MIR6812	20
MIR6813	20
MIR6814	21
MIR6815	HG2521_PATCH
MIR6816	22
MIR6817	22
MIR6818	22
MIR6819	22
MIR6820	22
MIR6821	22
MIR6822	3
MIR6823	3
MIR6824	3
MIR6825	3
MIR6826	3
MIR6828	3
MIR6829	3
MIR6830	5
MIR6831	5
MIR6832	6
MIR6833	6
MIR6834	6
MIR6835	6
MIR6836	7
MIR6837	7
MIR6838	7
MIR6839	7
MIR6840	7
MIR6841	8
MIR6842	8
MIR6843	8
MIR6844	8
MIR6845	8
MIR6846	8
MIR6847	8
MIR6848	8
MIR6849	8
MIR6850	8
MIR6851	9
MIR6852	9
MIR6853	9
MIR6854	9
MIR6855	9
MIR6856	9
MIR6857	X
MIR6858	X
MIR6859-1	1
MIR6859-2	1
MIR6859-3	15
MIR6859-4	16
MIR6860	11
MIR6861	12
MIR6862-1	16
MIR6862-2	16
MIR6863	16
MIR6864	17
MIR6865	17
MIR6866	17
MIR6867	17
MIR6868	17
MIR6869	20
MIR6870	20
MIR6871	20
MIR6872	3
MIR6873	6
MIR6874	7
MIR6875	7
MIR6876	8
MIR6877	9
MIR6878	1
MIR6879	11
MIR6880	12
MIR6881	15
MIR6882	15
MIR6883	17
MIR6884	17
MIR6885	19
MIR6886	19
MIR6887	19
MIR6888	2
MIR6889	22
MIR6890	3
MIR6891	6
MIR6892	7
MIR6893	8
MIR6894	X
MIR6895	X
MIR7-1	9
MIR7-2	15
MIR7-3	19
MIR7-3HG	19
MIR708	11
MIR7106	12
MIR7107	12
MIR7108	19
MIR7109	22
MIR711	3
MIR7110	3
MIR7111	6
MIR7112	8
MIR7113	11
MIR7114	9
MIR7150	9
MIR7151	10
MIR7152	10
MIR7153	18
MIR7154	11
MIR7155	11
MIR7156	1
MIR7157	2
MIR7158	2
MIR7159	6
MIR7160	8
MIR7161	6
MIR7162	10
MIR718	X
MIR744	17
MIR7515	2
MIR758	14
MIR759	13
MIR760	1
MIR761	1
MIR762	16
MIR762HG	16
MIR764	X
MIR765	1
MIR766	X
MIR767	HSCHRX_1_CTG14
MIR769	19
MIR770	14
MIR7702	9
MIR7703	14
MIR7704	2
MIR7705	8
MIR7706	15
MIR7843	14
MIR7844	12
MIR7845	2
MIR7846	1
MIR7847	11
MIR7848	8
MIR7849	4
MIR7850	19
MIR7851	12
MIR7852	1
MIR7853	6
MIR7854	16
MIR7855	14
MIR7856	1
MIR7973-1	15
MIR7973-2	15
MIR7974	19
MIR7975	19
MIR7976	3
MIR7977	3
MIR7978	4
MIR802	21
MIR8052	11
MIR8053	4
MIR8054	11
MIR8055	8
MIR8056	5
MIR8057	18
MIR8058	16
MIR8059	17
MIR8060	3
MIR8061	19
MIR8062	20
MIR8063	15
MIR8064	3
MIR8065	16
MIR8066	4
MIR8067	15
MIR8068	11
MIR8069-1	21
MIR8070	11
MIR8071-1	14
MIR8071-2	14
MIR8072	12
MIR8073	13
MIR8074	19
MIR8075	13
MIR8076	3
MIR8077	19
MIR8078	18
MIR8079	13
MIR8080	2
MIR8081	9
MIR8082	4
MIR8083	1
MIR8084	8
MIR8085	19
MIR8086	10
MIR8087	11
MIR8088	X
MIR8089	5
MIR8485	2
MIR873	9
MIR874	5
MIR875	8
MIR876	9
MIR877	6
MIR885	3
MIR887	5
MIR888	X
MIR889	14
MIR890	X
MIR891A	X
MIR891B	X
MIR892A	X
MIR892B	X
MIR892C	X
MIR9-1	1
MIR9-2	5
MIR9-3	15
MIR9-3HG	15
MIR920	12
MIR921	1
MIR922	3
MIR924	18
MIR924HG	18
MIR92A1	13
MIR92A2	X
MIR92B	1
MIR93	7
MIR933	2
MIR934	X
MIR935	19
MIR936	10
MIR937	8
MIR938	10
MIR939	8
MIR940	16
MIR941-1	20
MIR941-2	20
MIR941-3	20
MIR941-4	20
MIR941-5	20
MIR942	1
MIR943	4
MIR944	3
MIR95	4
MIR9500	2
MIR96	7
MIR98	X
MIR99A	21
MIR99AHG	21
MIR99B	19
MIRLET7A1	9
MIRLET7A2	11
MIRLET7A3	22
MIRLET7B	22
MIRLET7BHG	22
MIRLET7C	21
MIRLET7D	9
MIRLET7E	19
MIRLET7F1	9
MIRLET7F2	X
MIRLET7G	3
MIRLET7I	12
MIS12	17
MIS18A	21
MIS18BP1	14
MISP	19
MISP3	19
MITD1	2
MITF	3
MIXL1	1
MKI67	10
MKKS	20
MKLN1	7
MKLN1-AS	7
MKNK1	1
MKNK1-AS1	1
MKNK2	19
MKRN1	7
MKRN2	3
MKRN2OS	3
MKRN3	15
MKRN7P	20
MKRN9P	12
MKS1	17
MKX	10
MKX-AS1	10
MLANA	9
MLC1	22
MLEC	12
MLF1	3
MLF2	12
MLH1	3
MLH3	14
MLIP	6
MLIP-AS1	6
MLKL	16
MLLT1	19
MLLT10	10
MLLT10P1	20
MLLT11	1
MLLT3	9
MLLT6	17
MLN	6
MLNR	13
MLPH	2
MLST8	16
MLX	17
MLXIP	12
MLXIPL	7
MLYCD	16
MMAA	4
MMAB	12
MMACHC	1
MMADHC	2
MMD	17
MMD2	7
MME	3
MMEL1	1
MMGT1	X
MMP1	11
MMP10	11
MMP11	HSCHR22_1_CTG7
MMP12	11
MMP13	11
MMP14	14
MMP15	16
MMP16	8
MMP17	12
MMP19	12
MMP2	16
MMP20	11
MMP21	10
MMP23A	1
MMP23B	1
MMP24	20
MMP25	16
MMP26	11
MMP27	11
MMP28	17
MMP3	11
MMP7	11
MMP8	11
MMP9	20
MMRN1	4
MMRN2	10
MMS19	10
MMS22L	6
MN1	22
MNAT1	14
MND1	4
MNDA	1
MNS1	15
MNT	17
MNX1	7
MNX1-AS1	7
MNX1-AS2	7
MOAP1	14
MOB1A	2
MOB1B	4
MOB2	11
MOB3A	19
MOB3B	9
MOB3C	1
MOB4	2
MOBP	3
MOCOS	18
MOCS1	6
MOCS2	5
MOCS3	20
MOG	6
MOGAT1	2
MOGAT2	11
MOGAT3	7
MOGS	2
MOK	14
MON1A	3
MON1B	16
MON2	12
MORC1	3
